,mig_int_sex,mig_int_age,mig_int_temporalidad,mig_int_freq,mig_int_motivo,mig_int_motivo/1,mig_int_motivo/2,mig_int_motivo/3,mig_int_motivo/4,mig_int_motivo/5,mig_int_motivo/6,mig_int_motivo/7,mig_int_motivo/8,mig_int_motivo/9,mig_int_motivo/10,mig_int_motivo/11,mig_int_motivo/12,mig_int_motivo/13,mig_int_motivo/99,mig_int_gt,mig_int_gt/GT01,mig_int_gt/GT02,mig_int_gt/GT03,mig_int_gt/GT04,mig_int_gt/GT05,mig_int_gt/GT06,mig_int_gt/GT07,mig_int_gt/GT08,mig_int_gt/GT09,mig_int_gt/GT10,mig_int_gt/GT11,mig_int_gt/GT12,mig_int_gt/GT13,mig_int_gt/GT14,mig_int_gt/GT15,mig_int_gt/GT16,mig_int_gt/GT17,mig_int_gt/GT18,mig_int_gt/GT19,mig_int_gt/GT20,mig_int_gt/GT21,mig_int_gt/GT22,mig_int_slv,mig_int_slv/1184,mig_int_slv/1185,mig_int_slv/1186,mig_int_slv/1187,mig_int_slv/1188,mig_int_slv/1189,mig_int_slv/1190,mig_int_slv/1191,mig_int_slv/1192,mig_int_slv/1193,mig_int_slv/1194,mig_int_slv/1195,mig_int_slv/1196,mig_int_slv/1197,mig_int_hnd,mig_int_hnd/901725,mig_int_hnd/901726,mig_int_hnd/901727,mig_int_hnd/901728,mig_int_hnd/901729,mig_int_hnd/901730,mig_int_hnd/901731,mig_int_hnd/901732,mig_int_hnd/901733,mig_int_hnd/901734,mig_int_hnd/901735,mig_int_hnd/901736,mig_int_hnd/901737,mig_int_hnd/901738,mig_int_hnd/901739,mig_int_hnd/901740,mig_int_hnd/901741,mig_int_hnd/901742,mig_int_area,_index,_parent_table_name,rsp_id,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission__tags,country
157,2,25,2,3.0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,158,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1310,174252598,7b474b67-0c96-4da6-ab8e-4aed7d4a446e,2021-04-27T16:19:35,,[],submitted_via_web,wfpmandeteam,[],HND
158,2,56,2,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901727 901725 901730,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,159,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1310,174252598,7b474b67-0c96-4da6-ab8e-4aed7d4a446e,2021-04-27T16:19:35,,[],submitted_via_web,wfpmandeteam,[],HND
159,3,28,99,,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,160,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1330,174304886,2f832558-4fc2-4512-9bf2-679faac70c88,2021-04-27T19:54:33,,[],submitted_via_web,,[],SLV
160,2,20,2,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1190,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,161,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1352,174311319,e93705ff-9320-43c3-b9e2-c117fd6ff89e,2021-04-27T20:24:38,,[],submitted_via_web,,[],SLV
161,2,44,2,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1190,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,162,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1352,174311319,e93705ff-9320-43c3-b9e2-c117fd6ff89e,2021-04-27T20:24:38,,[],submitted_via_web,,[],SLV
162,3,0,99,,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,1184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,163,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1363,174312767,348887f5-4b5b-4ce9-96b1-bdbfde7522d2,2021-04-27T20:33:44,,[],submitted_via_web,,[],SLV
163,2,57,3,1.0,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,164,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1379,174315212,4e167835-e870-4e18-88bd-661d28c44442,2021-04-27T20:49:15,,[],submitted_via_web,,[],SLV
164,2,25,2,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,165,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1386,174315233,851ac166-0d96-4e95-9748-d4a6fcb0464c,2021-04-27T20:49:24,,[],submitted_via_web,,[],SLV
165,2,37,1,,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,166,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1397,174315967,a493f7e9-5da2-443a-b5a0-956bf0edf437,2021-04-27T20:55:00,,[],submitted_via_web,,[],SLV
166,1,31,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,167,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1397,174315967,a493f7e9-5da2-443a-b5a0-956bf0edf437,2021-04-27T20:55:00,,[],submitted_via_web,,[],SLV
167,2,12,1,,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,168,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1397,174315967,a493f7e9-5da2-443a-b5a0-956bf0edf437,2021-04-27T20:55:00,,[],submitted_via_web,,[],SLV
168,2,36,1,,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,1,169,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1398,174315971,ab05a288-eb3b-4081-a694-7e078e83873e,2021-04-27T20:55:01,,[],submitted_via_web,,[],SLV
169,2,27,1,,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,1,170,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1399,174315974,92ec52b6-e3e4-4b8e-b08b-3f8749554e1b,2021-04-27T20:55:02,,[],submitted_via_web,,[],SLV
170,1,22,2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,171,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1402,174316005,0b6deb3b-400c-4bfa-8652-67b7c0f6ebc4,2021-04-27T20:55:12,,[],submitted_via_web,,[],SLV
171,3,0,99,,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,1196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,99,172,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1408,174316052,73279269-1643-4209-9e1e-993dd0744775,2021-04-27T20:55:34,,[],submitted_via_web,,[],SLV
172,1,36,2,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1188,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,173,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1414,174316154,b798c765-15b0-4875-82a2-1eeee579879e,2021-04-27T20:56:35,,[],submitted_via_web,,[],SLV
173,3,0,99,,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,99,174,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1422,174316380,6758ece6-dc6c-428f-95af-e193f32cb7f7,2021-04-27T20:57:56,,[],submitted_via_web,,[],SLV
174,1,22,1,,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,2,175,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1432,174316580,87fce136-76ae-47a7-8137-1bdd50b013ea,2021-04-27T20:59:43,,[],submitted_via_web,,[],SLV
175,1,25,2,3.0,2 1 8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,176,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1435,174316666,7d54a6c8-610a-4b7d-a9f0-de27389318bb,2021-04-27T21:00:09,,[],submitted_via_web,,[],SLV
176,2,40,3,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,177,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1440,174317014,cbd2184c-5da0-45f3-ab6a-cff17751a69b,2021-04-27T21:02:00,,[],submitted_via_web,,[],SLV
177,2,55,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1186,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,178,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1445,174317043,4e2cf0ac-e952-489c-be77-3712bb4531ce,2021-04-27T21:02:06,,[],submitted_via_web,,[],SLV
178,1,50,2,3.0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,1196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,1,179,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1458,174319034,77c33586-2745-4d47-86f9-d7788a92fa6e,2021-04-27T21:13:46,,[],submitted_via_web,,[],SLV
179,2,21,1,,2 1 7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,180,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1460,174319355,35831f3f-f43e-4ca0-ae84-8019534f7487,2021-04-27T21:16:44,,[],submitted_via_web,wfpmandeteam,[],HND
180,2,23,1,,2 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,181,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1470,174320061,bc7a635a-bfe7-4583-b614-57ccc841e596,2021-04-27T21:21:38,,[],submitted_via_web,,[],SLV
181,2,33,2,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1184 1185 1187 1186 1189 1188 1190 1191 1192 1193 1194 1196 1197 1195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,3,182,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1475,174320117,34f52b74-c618-4752-9fde-3f3e914309d3,2021-04-27T21:21:59,,[],submitted_via_web,,[],SLV
182,2,27,99,,2 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,183,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1483,174323654,bb11bf87-b81f-4c58-9991-b77adf0914ba,2021-04-27T21:47:54,,[],submitted_via_web,wfpmandeteam,[],HND
183,3,33,99,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,184,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1484,174323658,ae640cf2-ab0c-43d9-9909-19f739a90153,2021-04-27T21:47:55,,[],submitted_via_web,wfpmandeteam,[],HND
184,3,29,3,5.0,6 5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,185,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1491,174323835,3f40eabe-819f-4bf5-8dfa-a59369fa1127,2021-04-27T21:48:58,,[],submitted_via_web,,[],SLV
185,2,28,2,2.0,8 1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,186,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1493,174324098,a8e4b51f-833f-4a21-998c-f2d1cb6ab87a,2021-04-27T21:51:44,,[],submitted_via_web,,[],SLV
186,2,25,2,1.0,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,187,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1495,174324106,fe20d0b2-ae1a-4bca-8ace-6d80e065c7f3,2021-04-27T21:51:48,,[],submitted_via_web,,[],SLV
187,1,24,1,,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,3,188,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1504,174324177,99ef5e7d-34bd-43aa-bd3d-d34a63e37a9b,2021-04-27T21:52:15,,[],submitted_via_web,,[],SLV
188,2,45,3,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GT01 GT05 GT11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,189,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1506,174327322,72b492ec-7151-456e-9762-5ffac70a5a43,2021-04-27T22:20:31,,[],submitted_via_web,wfpmandeteam,[],GT
189,1,74,3,3.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,190,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1521,174327896,8d1b86d7-1612-42fa-95e5-e4b83c2fc122,2021-04-27T22:26:04,,[],submitted_via_web,,[],SLV
190,2,67,3,3.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,3,191,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1521,174327896,8d1b86d7-1612-42fa-95e5-e4b83c2fc122,2021-04-27T22:26:04,,[],submitted_via_web,,[],SLV
191,1,20,2,4.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1189,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,192,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1524,174327901,0d307ac0-6a9b-46ac-b5b4-ad5bec203ba4,2021-04-27T22:26:05,,[],submitted_via_web,,[],SLV
192,1,50,2,4.0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1189,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,193,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1524,174327901,0d307ac0-6a9b-46ac-b5b4-ad5bec203ba4,2021-04-27T22:26:05,,[],submitted_via_web,,[],SLV
193,2,21,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,194,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1528,174329353,ce841234-e1a1-4469-88bf-e67859c82271,2021-04-27T22:38:03,,[],submitted_via_web,wfpmandeteam,[],HND
194,2,21,99,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,195,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1530,174335657,4dd67d64-8b22-4833-a162-8457fc891845,2021-04-27T23:09:57,,[],submitted_via_web,wfpmandeteam,[],HND
195,2,25,2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901730,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,196,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1533,174335683,940609a1-2834-4b8a-b299-3e34850a6c85,2021-04-27T23:10:01,,[],submitted_via_web,wfpmandeteam,[],HND
196,2,20,2,5.0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,197,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1534,174335692,50c065f8-c212-42f2-869f-009293a73f2f,2021-04-27T23:10:02,,[],submitted_via_web,wfpmandeteam,[],HND
197,1,22,2,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GT17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,198,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1562,174347861,7bee5306-cc2f-4502-86c5-5075f6cc8ef8,2021-04-28T00:33:46,,[],submitted_via_web,,[],GT
198,1,32,2,3.0,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,199,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1616,174349727,3c43a72f-6872-4827-b95e-88f5ac3b23e9,2021-04-28T00:56:17,,[],submitted_via_web,wfpmandeteam,[],HND
199,2,33,3,6.0,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GT13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,200,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1643,174357778,2462e5bf-2ecf-4e53-87e0-b4801e69ba02,2021-04-28T02:55:28,,[],submitted_via_web,wfpmandeteam,[],GT
200,1,20,2,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GT01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,201,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1670,174366169,658d2208-8acb-47fd-8a21-e71d84db353c,2021-04-28T04:21:34,,[],submitted_via_web,,[],GT
201,2,26,2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2,202,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1697,174595999,f0177dc1-c7bb-43aa-811d-a15a4d6e2ec2,2021-04-28T18:27:57,,[],submitted_via_web,,[],SLV
202,2,38,3,5.0,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,GT09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,203,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1705,174599819,2ba6f8a6-1420-4f70-8357-5e4554aaabfe,2021-04-28T18:47:27,,[],submitted_via_web,,[],GT
203,1,44,2,3.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,2,204,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1718,174611886,18a37325-9213-4ea6-a078-25a6c5c6711c,2021-04-28T19:55:43,,[],submitted_via_web,,[],SLV
204,1,18,2,3.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,2,205,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1718,174611886,18a37325-9213-4ea6-a078-25a6c5c6711c,2021-04-28T19:55:43,,[],submitted_via_web,,[],SLV
205,1,19,1,,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,1,206,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1719,174611889,d6f14f5c-e2f9-438b-929e-98d9f454c33e,2021-04-28T19:55:45,,[],submitted_via_web,,[],SLV
